id,continent,region,area,terrain,religion,climate,culture,goods,name,colonization difficulty,manpower,tax
585,Asia,Siberia,Omsk,plains,pagan,tundra,altai,wool,Altai,4,1,2
586,Asia,Siberia,Omsk,forest,pagan,tundra,altai,fur,Demianka,4,1,2
587,Asia,Siberia,Omsk,plains,pagan,ncontinental,altai,wool,Barabinsk,4,1,3
588,Asia,Siberia,Omsk,forest,pagan,tundra,altai,fur,Ob,4,1,3
589,Asia,Siberia,Omsk,forest,pagan,tundra,altai,fur,Tomsk,4,1,4
590,Asia,Siberia,Jenisej,forest,pagan,tundra,altai,gold,Angara,5,1,2
591,Asia,Siberia,Jenisej,plains,pagan,tundra,altai,fur,Krasnoyarsk,4,1,5
592,Asia,Siberia,Jenisej,plains,pagan,tundra,altai,fur,Balakhta,4,1,2
593,Asia,Siberia,Jenisej,forest,pagan,tundra,altai,fur,Tchuma,5,1,2
594,Asia,Siberia,Jenisej,plains,pagan,tundra,altai,fur,Bratsk,4,1,2
595,Asia,Siberia,Lena,plains,pagan,tundra,mongol,fur,Oka,6,1,2
596,Asia,Siberia,Jenisej,mountain,pagan,tundra,altai,fur,Touva,6,1,3
597,Asia,Siberia,Lena,mountain,pagan,tundra,mongol,fur,Saian,7,1,1
598,Asia,Siberia,Lena,plains,pagan,tundra,mongol,fur,Zima,6,1,1
599,Asia,Siberia,Lena,mountain,pagan,tundra,mongol,fur,Tannu Ola,7,1,2
600,Asia,Siberia,Lena,plains,pagan,tundra,mongol,fish,Irkutsk,6,1,3
601,Asia,Siberia,Lena,mountain,pagan,tundra,mongol,fish,Chatga,6,1,1
602,Asia,Siberia,Lena,plains,pagan,tundra,mongol,wool,Selenga,6,1,2
603,Asia,Siberia,Lena,forest,pagan,tundra,mongol,fur,Ulan Ude,6,1,2
604,Asia,Siberia,Lena,mountain,pagan,tundra,mongol,gold,Buriat,8,1,1
605,Asia,Siberia,Lena,forest,pagan,tundra,mongol,wool,Tchita,6,1,4
606,Asia,Siberia,Lena,forest,pagan,tundra,mongol,fur,Kalakan,7,1,2
607,Asia,Siberia,Baikal,forest,pagan,tundra,mongol,fur,Sretensk,7,1,3
608,Asia,Siberia,Baikal,forest,pagan,tundra,mongol,copper,Kalar,7,1,2
609,Asia,Siberia,Baikal,forest,pagan,tundra,mongol,fish,Mogotcha,7,1,2
610,Asia,Siberia,Baikal,forest,pagan,tundra,mongol,fish,Djagdi,7,1,2
611,Asia,Siberia,Baikal,plains,pagan,tundra,mongol,fur,Chilka,6,1,3
612,Asia,Siberia,Baikal,forest,pagan,tundra,mongol,fish,Stanovoe,8,1,1
613,Asia,Siberia,Amur,forest,pagan,tundra,altai,fur,Baladok,7,1,1
614,Asia,Siberia,Amur,forest,pagan,tundra,altai,fish,Djugdjur,7,1,1
615,Asia,Siberia,Amur,mountain,pagan,tundra,altai,gold,Enkan,8,1,1
616,Asia,Siberia,Amur,forest,pagan,tundra,altai,fish,Okhotsk,6,1,2
617,Asia,Siberia,Amur,mountain,pagan,tundra,altai,fur,Magadan,7,1,1
618,Asia,Siberia,Kamchatka,mountain,pagan,arctic,altai,copper,Kolyma,9,1,1
619,Asia,Siberia,Kamchatka,mountain,pagan,arctic,altai,fur,Chelekov,9,1,1
620,Asia,Siberia,Kamchatka,mountain,pagan,arctic,altai,fur,Kamenkoie,8,1,1
621,Asia,Siberia,Kamchatka,mountain,pagan,arctic,altai,fur,Korfa,9,1,1
622,Asia,Siberia,Kamchatka,mountain,pagan,arctic,altai,fish,Palana,7,1,1
623,Asia,Siberia,Amur,forest,pagan,tundra,altai,naval supplies,Tchumkan,7,1,2
624,Asia,Siberia,Amur,forest,pagan,tundra,altai,fur,Amgoun,7,1,1
625,Asia,Siberia,Amur,forest,pagan,tundra,ainu,fish,Bogorodsk,6,2,1
626,Asia,Siberia,Amur,mountain,pagan,tundra,ainu,fish,Vanin,7,2,1
627,Asia,Siberia,Amur,forest,confucian,tundra,manchu,naval supplies,Sofiisk,6,2,1
628,Asia,Siberia,Amur,forest,confucian,tundra,manchu,fur,Amour,6,3,2
629,Asia,Siberia,Amur,forest,pagan,tundra,altai,fur,Tchekunda,6,1,2
630,Asia,Siberia,Baikal,forest,pagan,tundra,mongol,fur,Boureia,7,1,2
631,Asia,Siberia,Baikal,plains,pagan,tundra,mongol,fur,Ekimcan,7,1,3
632,Asia,Siberia,Baikal,plains,pagan,tundra,mongol,fur,Nerchiinsk,6,1,3
633,Asia,Siberia,Baikal,forest,confucian,tundra,mongol,fur,Norsk,7,1,2
634,Asia,Siberia,Baikal,forest,confucian,tundra,manchu,fur,Birobidjan,7,3,2
635,Asia,China,Manchuria,forest,confucian,tundra,manchu,cloth,Heilongjiang,7,6,4
636,Asia,China,Manchuria,forest,confucian,tundra,manchu,fur,Viazemski,6,3,2
637,Asia,China,Manchuria,mountain,confucian,tundra,manchu,fur,Sikhote,7,2,1
638,Asia,China,Manchuria,mountain,confucian,tundra,manchu,iron,Nelma,7,2,1
639,Asia,China,Manchuria,mountain,confucian,tundra,manchu,fish,Olga,7,2,1
640,Asia,China,Manchuria,forest,confucian,tundra,manchu,fish,Nakhodka,5,2,3
641,Asia,Korea,Joseon,plains,confucian,temperate,korean,grain,Kyongju,5,8,9
642,Asia,Korea,Joseon,mountain,confucian,ncontinental,korean,chinaware,Yalu,9,7,13
643,Asia,China,Manchuria,mountain,confucian,ncontinental,manchu,iron,Jilin,6,7,6
644,Asia,China,Manchuria,plains,confucian,ncontinental,manchu,spices,Baicheng,5,3,6
645,Asia,China,Manchuria,plains,confucian,ncontinental,manchu,cloth,Jehol,5,2,9
646,Asia,China,Manchuria,plains,confucian,ncontinental,manchu,fish,Liaotung,4,5,8
647,Asia,China,Peking,plains,confucian,temperate,han,grain,Liaoning,5,5,19
648,Asia,China,Peking,plains,confucian,ncontinental,han,wool,Hepei,6,4,9
649,Asia,China,Peking,plains,confucian,temperate,han,spices,Hebei,4,10,15
650,Asia,China,Peking,mountain,confucian,temperate,han,grain,Shandong,5,6,10
651,Asia,China,Peking,plains,confucian,temperate,han,grain,Jinan,4,5,12
652,Asia,China,Shanghai,plains,confucian,temperate,han,grain,Jiangsu,9,8,15
653,Asia,China,Shanghai,marsh,confucian,tropical,han,chinaware,Shanghai,9,8,18
654,Asia,China,Shanghai,plains,confucian,tropical,han,grain,Anhui,9,6,16
655,Asia,China,Shanghai,mountain,confucian,tropical,han,fish,Zhejiang,9,6,15
656,Asia,China,Canton,forest,confucian,tropical,han,spices,Fujian,9,4,9
657,Asia,China,Canton,mountain,confucian,tropical,zhuang,chinaware,Kowloon,9,6,10
658,Asia,China,Canton,forest,confucian,tropical,zhuang,chinaware,Guangzhou,9,5,8
659,Asia,China,Canton,plains,confucian,tropical,zhuang,chinaware,Guangdong,9,5,19
660,Asia,China,Canton,plains,confucian,tropical,zhuang,fish,Hainan,9,3,6
661,Asia,China,Canton,mountain,confucian,tropical,zhuang,chinaware,Guangxi,9,4,9
662,Asia,Indochina,Annam,marsh,buddhist,tropical,vietnamese,naval supplies,Hanoi,5,6,11
663,Asia,Indochina,Annam,forest,buddhist,tropical,vietnamese,fish,Tanh Noah,6,5,8
664,Asia,Indochina,Annam,mountain,hindu,tropical,cham,chinaware,Da Nang,7,5,8
665,Asia,Indochina,Annam,forest,hindu,tropical,cham,fish,Da Lat,6,3,7
666,Asia,Indochina,Annam,marsh,buddhist,tropical,khmer,spices,Mekong Delta,6,4,7
667,Asia,Indochina,Siam,marsh,buddhist,tropical,khmer,ivory,Khmer,9,3,7
668,Asia,Indochina,Siam,forest,buddhist,tropical,khmer,naval supplies,Cambodia,9,5,12
669,Asia,Indochina,Siam,forest,buddhist,tropical,siamese,grain,Laos,9,4,9
670,Asia,Indochina,Siam,forest,buddhist,tropical,siamese,chinaware,Bangkok,9,6,15
671,Asia,Indochina,Assam,marsh,hindu,tropical,burmese,naval supplies,Chin,4,3,4
672,Asia,Indochina,Burma,marsh,buddhist,tropical,burmese,copper,Tarakan,8,5,7
673,Asia,Indochina,Burma,marsh,buddhist,tropical,mon,spices,Irrawady,9,5,6
674,Asia,Indochina,Burma,forest,buddhist,tropical,mon,spices,Kwai,9,3,6
675,Asia,Indochina,Siam,forest,buddhist,tropical,siamese,fish,Phuket,9,2,6
676,Asia,Indochina,Malaya,forest,sunni,tropical,malay,fish,Perak,7,3,4
677,Asia,Indochina,Malaya,forest,sunni,tropical,malay,spices,Malacca,6,6,14
678,Asia,Indochina,Malaya,forest,sunni,tropical,malay,fish,Johor,7,4,8
679,Asia,Indonesia,Ajeh,forest,sunni,tropical,malay,spices,Ajeh,6,6,12
680,Asia,Indonesia,Ajeh,forest,buddhist,tropical,malay,naval supplies,Riau,9,4,8
681,Asia,Indonesia,Sumatra,forest,buddhist,tropical,malay,gold,Jambi,5,4,8
682,Asia,Indonesia,Sumatra,marsh,sunni,tropical,malay,spices,Palembang,5,5,10
683,Asia,Japan,Nippon,mountain,pagan,ncontinental,ainu,fish,Ezochi,7,1,1
684,Asia,Japan,Nippon,plains,shinto,temperate,japanese,grain,Tohoku,5,6,14
685,Asia,Japan,Nippon,mountain,shinto,temperate,japanese,grain,Kanto,3,8,18
686,Asia,Japan,Nippon,mountain,shinto,temperate,japanese,chinaware,Kansai,3,8,18
687,Asia,Japan,Nippon,plains,shinto,temperate,japanese,fish,Shikoku,3,6,17
688,Asia,Japan,Nippon,mountain,shinto,temperate,japanese,chinaware,Kyushu,3,8,19
689,Asia,China,Formosa,mountain,pagan,tropical,formosan,chinaware,Taiwan,9,1,4
690,Asia,Indonesia,Lucon,marsh,pagan,tropical,filipino,gold,Luzon,4,4,10
691,Asia,Indonesia,Lucon,forest,pagan,tropical,filipino,sugar,Mindoro,5,4,10
692,Asia,Indonesia,Lucon,forest,pagan,tropical,filipino,spices,Samar,5,3,8
693,Asia,Indonesia,Lucon,mountain,sunni,tropical,filipino,spices,Mindanao,6,3,8
694,Asia,Indonesia,Lucon,forest,pagan,tropical,filipino,fish,Palawan,7,3,7
695,Asia,Indonesia,Borneo,mountain,pagan,tropical,malay,spices,Sabah,4,3,6
696,Asia,Indonesia,Borneo,forest,sunni,tropical,malay,spices,Brunei,4,6,14
697,Asia,Indonesia,Borneo,forest,hindu,tropical,malay,naval supplies,Sarawak,3,3,6
698,Asia,Indonesia,Borneo,marsh,hindu,tropical,javanese,iron,Bandjarmasin,4,3,6
699,Asia,Indonesia,Borneo,marsh,hindu,tropical,javanese,chinaware,Selatan,4,3,6
700,Asia,Indonesia,Borneo,marsh,hindu,tropical,javanese,fish,Kalimantan,4,2,5
701,Asia,Indonesia,Java,forest,hindu,tropical,javanese,spices,Sunda,3,6,12
702,Asia,Indonesia,Java,marsh,hindu,tropical,javanese,sugar,Jakarta,3,8,16
703,Asia,Indonesia,Java,mountain,hindu,tropical,javanese,cotton,Bandung,3,6,14
704,Asia,Indonesia,Surabaya,mountain,hindu,tropical,javanese,cotton,Surabaja,3,7,16
705,Asia,Indonesia,Surabaya,marsh,hindu,tropical,javanese,coffee,Bali,3,5,12
706,Asia,Indonesia,Celebes,forest,pagan,tropical,indonesian,spices,Manado,3,2,8
707,Asia,Indonesia,Celebes,mountain,pagan,tropical,indonesian,coffee,Sulawesi,3,3,10
708,Asia,Indonesia,Celebes,marsh,pagan,tropical,indonesian,spices,Makassar,3,5,14
709,Asia,Indonesia,Celebes,forest,pagan,tropical,indonesian,spices,Salabanka,3,3,10
710,Asia,Indonesia,Amboina,forest,hindu,tropical,indonesian,coffee,Sumbawa,3,3,10
711,Asia,Indonesia,Amboina,forest,pagan,tropical,indonesian,spices,Flores,3,3,8
712,Asia,Indonesia,Amboina,forest,pagan,tropical,indonesian,spices,Timor,5,2,6
713,Asia,Indonesia,Ternate,forest,pagan,tropical,indonesian,spices,Tindore,4,4,12
714,Asia,Indonesia,Ternate,forest,pagan,tropical,indonesian,coffee,Buru,5,2,6
715,Asia,Indonesia,Ternate,forest,pagan,tropical,indonesian,spices,Ceram,5,2,6
716,Oceania,Australia,Papua,mountain,pagan,tropical,melanesian,fish,Sorong,8,1,1
717,Oceania,Australia,Papua,marsh,pagan,tropical,melanesian,fish,Kalepam,7,1,1
718,Oceania,Australia,Papua,forest,pagan,tropical,melanesian,gold,Wewak,9,1,1
719,Oceania,Australia,Papua,forest,pagan,tropical,melanesian,fish,Rabaul,9,1,1
720,Oceania,Australia,Kanguru,plains,pagan,temperate,aboriginal,wool,Manunda,3,1,5
721,Oceania,Australia,Kanguru,plains,pagan,temperate,aboriginal,wool,Murumbidgee,3,1,6
722,Oceania,Australia,Kanguru,plains,pagan,temperate,aboriginal,grain,Yarra,3,1,8
723,Oceania,Australia,Botany,plains,pagan,temperate,aboriginal,wool,Wagga,3,1,6
724,Oceania,Australia,Botany,plains,pagan,temperate,aboriginal,grain,Wollongong,3,1,7
725,Oceania,Australia,Botany,forest,pagan,temperate,aboriginal,wool,Nandewar,3,1,5
726,Oceania,Australia,Botany,forest,pagan,tropical,aboriginal,fish,Towoomba,4,1,5
727,Oceania,Australia,Maori,plains,pagan,temperate,polynesian,grain,Whangarei,4,1,7
728,Oceania,Australia,Maori,plains,pagan,temperate,polynesian,wool,Taranaki,4,1,5
729,Oceania,Australia,Maori,mountain,pagan,temperate,polynesian,wool,Wairoa,4,1,6
730,Oceania,Australia,Maori,mountain,pagan,temperate,polynesian,wool,Timaru,5,1,5
731,Oceania,Australia,Tasmania,forest,pagan,temperate,aboriginal,fish,Macquarie,2,1,6
732,Africa,NorthAfrica,Maghreb,plains,sunni,temperate,arab,fish,Tangiers,0,2,8
733,Africa,NorthAfrica,Maghreb,mountain,sunni,temperate,arab,grain,Fez,0,5,12
734,Africa,NorthAfrica,Maghreb,plains,sunni,temperate,arab,wine,Orania,0,3,6
735,Africa,NorthAfrica,Maghreb,mountain,sunni,temperate,berber,wool,Atlas,0,1,4
736,Africa,NorthAfrica,Maghreb,mountain,sunni,temperate,berber,iron,Aures,0,1,4
737,Africa,NorthAfrica,Maghreb,plains,sunni,temperate,arab,grain,Al Djazair,0,4,7
738,Africa,NorthAfrica,Maghreb,mountain,sunni,temperate,berber,grain,Kabylia,0,1,5
739,Africa,NorthAfrica,Maghreb,desert,sunni,temperate,arab,grain,Tunisia,0,1,8
740,Africa,NorthAfrica,Maghreb,desert,sunni,desertic,arab,ivory,Tripolitania,0,1,3
741,Africa,NorthAfrica,Maghreb,desert,sunni,desertic,arab,wool,Cyrenaica,0,1,3
742,Africa,NorthAfrica,Egypt,desert,sunni,desertic,arab,wool,Quattara,0,1,1
743,Africa,NorthAfrica,Egypt,plains,miaphysite,desertic,arab,grain,Cataract,0,1,2
744,Africa,NorthAfrica,Egypt,plains,sunni,desertic,arab,grain,Alexandria,0,6,11
745,Africa,NorthAfrica,Egypt,marsh,sunni,temperate,arab,fish,Delta,0,6,7
746,Africa,NorthAfrica,Egypt,plains,sunni,desertic,arab,grain,Egypt,0,6,16
747,Africa,NorthAfrica,Egypt,plains,sunni,desertic,arab,grain,Nile,0,6,9
748,Africa,EastAfrica,Sudan,desert,miaphysite,desertic,nubian,ivory,Batn al Hajar,7,2,4
749,Africa,EastAfrica,Sudan,desert,miaphysite,desertic,nubian,slaves,Nubia,9,2,3
750,Africa,EastAfrica,Sudan,desert,miaphysite,desertic,nubian,slaves,Sudan,9,2,3
751,Africa,EastAfrica,Sudan,desert,miaphysite,desertic,nubian,slaves,Bisharin,9,2,3
752,Africa,EastAfrica,Ethiopia,desert,sunni,desertic,ethiopian,slaves,Massawa,9,1,2
753,Africa,EastAfrica,Ethiopia,mountain,sunni,desertic,ethiopian,coffee,Keren,9,1,1
754,Africa,EastAfrica,Somalia,mountain,sunni,desertic,afar,fish,Issas,8,1,1
755,Africa,EastAfrica,Somalia,mountain,sunni,desertic,afar,slaves,Afars,8,1,1
756,Africa,EastAfrica,Socotra,mountain,miaphysite,desertic,somali,fish,Socotra,8,1,2
757,Africa,EastAfrica,Somalia,desert,sunni,desertic,somali,slaves,Somalia,8,1,1
758,Africa,EastAfrica,Somalia,desert,sunni,desertic,somali,wool,Ogaden,9,1,1
759,Africa,EastAfrica,Somalia,desert,sunni,desertic,somali,slaves,Mudugh,7,1,2
760,Africa,EastAfrica,Somalia,desert,sunni,desertic,somali,spices,Mogadiscio,6,1,1
761,Africa,EastAfrica,Tanganyika,plains,sunni,tropical,swahili,slaves,Malindi,5,1,2
762,Africa,EastAfrica,Tanganyika,plains,sunni,tropical,swahili,slaves,Kenya,6,1,2
763,Africa,EastAfrica,Tanganyika,forest,sunni,tropical,swahili,spices,Mombasa,7,1,4
764,Africa,EastAfrica,Tanganyika,forest,sunni,tropical,swahili,slaves,Tanga,5,2,3
765,Africa,EastAfrica,Tanganyika,plains,sunni,tropical,swahili,spices,Zanzibar,0,2,5
766,Africa,EastAfrica,Tanganyika,forest,sunni,tropical,swahili,ivory,Rufiji,5,2,3
767,Africa,EastAfrica,Tanganyika,forest,sunni,tropical,swahili,slaves,Lindi,5,2,3
768,Africa,EastAfrica,Tanganyika,forest,sunni,tropical,swahili,slaves,Mtawa,5,2,2
769,Africa,EastAfrica,Tanganyika,marsh,sunni,tropical,swahili,ivory,Niassa,5,2,2
770,Africa,SouthAfrica,Mozambicque,marsh,pagan,tropical,shona,slaves,Nampuia,5,2,2
771,Africa,SouthAfrica,Mozambicque,marsh,pagan,tropical,shona,slaves,Zambezia,4,2,3
772,Africa,SouthAfrica,Mozambicque,marsh,pagan,tropical,tsonga,slaves,Inhambane,4,2,3
773,Africa,SouthAfrica,Mozambicque,forest,pagan,tropical,zulu,fish,Natal,4,4,5
774,Africa,SouthAfrica,The Cape,forest,pagan,tropical,zulu,grain,Transkei,3,4,5
775,Africa,SouthAfrica,The Cape,mountain,pagan,temperate,xhosa,sugar,Ciskei,3,2,4
776,Africa,SouthAfrica,The Cape,plains,pagan,temperate,xhosa,grain,Karroo,4,1,4
777,Africa,SouthAfrica,The Cape,plains,pagan,temperate,khoikhoi,copper,Bushman,4,1,3
778,Africa,SouthAfrica,The Cape,plains,pagan,temperate,khoikhoi,wine,Table,3,1,7
779,Africa,SouthAfrica,Namibia,desert,pagan,desertic,khoikhoi,ivory,Namaqua,9,1,0
780,Africa,SouthAfrica,Namibia,desert,pagan,desertic,khoikhoi,fish,Damara,9,1,1
781,Africa,SouthAfrica,Namibia,plains,pagan,desertic,khoikhoi,ivory,Ovambo,9,1,1
782,Africa,SouthAfrica,Angola,plains,pagan,tropical,mbundu,slaves,Curango,4,1,4
783,Africa,SouthAfrica,Angola,forest,pagan,tropical,mbundu,slaves,Lobito,5,1,4
784,Africa,SouthAfrica,Angola,forest,pagan,tropical,mbundu,slaves,Luanda,5,1,4
785,Africa,SouthAfrica,Angola,marsh,pagan,tropical,mbundu,slaves,Zaire,8,2,4
786,Africa,WestAfrica,Congo,forest,pagan,tropical,bakongo,slaves,Cabinda,8,1,1
787,Africa,WestAfrica,Congo,forest,pagan,tropical,bakongo,slaves,Mayumba,7,1,2
788,Africa,WestAfrica,Gabon,marsh,pagan,tropical,bakongo,ivory,Muni,8,1,2
789,Africa,WestAfrica,Cameroon,forest,pagan,tropical,bakongo,slaves,Kribi,8,1,2
790,Africa,WestAfrica,Cameroon,forest,pagan,tropical,bakongo,slaves,Douala,7,1,2
791,Africa,WestAfrica,Ivory,marsh,pagan,tropical,yoruba,slaves,Nigeria,7,2,2
792,Africa,WestAfrica,Ivory,forest,pagan,tropical,yoruba,slaves,Accra,7,2,3
793,Africa,WestAfrica,Ivory,marsh,pagan,tropical,yoruba,ivory,Ivoria,7,2,5
794,Africa,WestAfrica,Ivory,marsh,pagan,tropical,akan,slaves,Palanas,8,2,3
795,Africa,WestAfrica,Gold,forest,pagan,tropical,ashanti,ivory,Leone,7,3,5
796,Africa,WestAfrica,Gold,forest,pagan,tropical,jola,slaves,Guinea,7,2,4
797,Africa,WestAfrica,Senegal,marsh,pagan,tropical,jola,ivory,Casamance,7,1,1
798,Africa,WestAfrica,Senegal,forest,pagan,tropical,senegambian,slaves,Gambia,6,1,2
799,Africa,WestAfrica,Senegal,plains,pagan,temperate,senegambian,slaves,Dakar,4,1,2
800,Africa,WestAfrica,Senegal,plains,sunni,temperate,senegambian,ivory,Senegal,4,1,3
801,Africa,WestAfrica,Senegal,desert,sunni,desertic,senegambian,ivory,Louga,8,1,1
802,Africa,WestAfrica,Mauritania,desert,sunni,desertic,berber,slaves,Nouakchott,9,1,1
803,Africa,WestAfrica,Mauritania,desert,sunni,desertic,berber,fish,Nouadibuh,9,1,1
804,Africa,WestAfrica,Mauritania,desert,sunni,desertic,berber,slaves,Tassaret,9,1,1
805,Africa,WestAfrica,Mauritania,desert,sunni,desertic,berber,slaves,Sahara,9,1,2
806,Africa,NorthAfrica,Maghreb,mountain,sunni,temperate,arab,wool,Toubkal,0,2,9
807,Africa,EastAfrica,Madagascar,forest,pagan,tropical,malagasy,slaves,Ambovombe,5,1,2
808,Africa,EastAfrica,Madagascar,forest,pagan,tropical,malagasy,sugar,Antsirana,6,1,2
809,Africa,EastAfrica,The Mascarenes,forest,pagan,tropical,malagasy,sugar,Bourbon,3,1,5
810,Africa,EastAfrica,The Mascarenes,forest,pagan,tropical,malagasy,sugar,Mauritius,3,1,5
811,Africa,EastAfrica,Seychelles,plains,pagan,tropical,malagasy,spices,Mahe,4,1,2
812,Oceania,Pacific,Hawaii,mountain,pagan,tropical,polynesian,sugar,Kauai,4,1,3
813,Oceania,Pacific,Hawaii,forest,pagan,tropical,polynesian,sugar,Oahu,4,1,3
814,Oceania,Pacific,Polynesia,forest,pagan,tropical,polynesian,spices,Tahiti,2,1,3
815,Oceania,Pacific,Fiji,forest,pagan,tropical,polynesian,sugar,Viti Levu,5,1,3
816,Africa,WestAfrica,Cameroon,forest,pagan,tropical,yoruba,slaves,Fernando Po,5,1,2
817,Africa,WestAfrica,Canarias,mountain,catholic,temperate,iberian,sugar,The Canary Islands,0,1,3
818,Africa,WestAfrica,Cape Verde,forest,pagan,tropical,senegambian,fish,Cape Verde,3,1,2
819,Europe,SouthernEurope,Mediterranean,forest,catholic,temperate,maltese,fish,Malta,0,2,3
820,Europe,SouthernEurope,Mediterranean,mountain,orthodox,temperate,greek,fish,Corfu,0,1,4
821,Europe,SouthernEurope,Iberia,mountain,catholic,temperate,iberian,fish,The Baleares,0,1,4
822,America,CentralAmerica,Costa Rica,forest,pagan,tropical,mesoamerican,tobacco,Costa Rica,5,1,3
823,Europe,SouthernEurope,Iberia,mountain,catholic,temperate,portuguese,fish,The Azores,0,1,3
824,Africa,WestAfrica,St Helena,mountain,pagan,temperate,tehuelche,fish,St. Helena,3,1,1
825,America,NWPacificSea,Sea,sea,,ncontinental,,,Bering Straits
826,America,AlaskaSea,Sea,sea,,tundra,,,Aleutian Sea
827,America,AlaskaSea,Sea,sea,,tundra,,,Aleutian Islands
828,America,AlaskaSea,Sea,sea,,,,,Gulf of Alaska,0
829,America,HudsonBaySea,HudsonBayArea,sea,,,,,Hudson Bay,0
830,America,HudsonBaySea,Sea,sea,,,,,Hudson Straits,0
831,America,HudsonBaySea,Sea,sea,,,,,Sea of Baffin,0
832,America,HudsonBaySea,Sea,sea,,,,,Strait of Labrador,0
833,America,HudsonBaySea,Sea,sea,,,,,Gulf of Saint Lawrence,0
834,America,HudsonBaySea,Sea,sea,,,,,Sea of Labrador,0
835,America,ArcticSeaSea,Sea,sea,,,,,Coast of Greenland,0
836,Europe,ArcticSeaSea,Sea,sea,,,,,Coast of Iceland,0
837,Europe,ArcticSeaSea,Sea,sea,,,,,Icelandic Sea,0
838,Europe,ArcticSeaSea,Sea,sea,,arctic,,,Jan Mayen Sea,0
839,Europe,ArcticSeaSea,Sea,sea,,arctic,,,Spitzberg,0
840,Europe,ArcticSeaSea,Sea,sea,,arctic,,,Throndheim Fjord,0
841,Europe,ArcticSeaSea,Sea,sea,,arctic,,,The Lofotens
842,Europe,ArcticSeaSea,Sea,sea,,arctic,,,North Cape,0
843,Europe,ArcticSeaSea,Sea,sea,,arctic,,,White Sea,0
844,Asia,KamtchatkaSea,Sea,sea,,,,,Bay of Ajan,0
845,Asia,KamtchatkaSea,Sea,sea,,,,,Bay of Magadan,0
846,Asia,KamtchatkaSea,Sea,sea,,,,,Gulf of Kolyma,0
847,Asia,KamtchatkaSea,Sea,sea,,,,,Bay of Kamenskoie,0
848,Asia,KamtchatkaSea,Sea,sea,,,,,Coast of Kamchatska,0
849,Asia,KamtchatkaSea,Sea,sea,,,,,Cape of Kamchatska,0
850,Asia,KamtchatkaSea,Sea,sea,,,,,Komandorski Islands,0
851,Asia,KamtchatkaSea,Sea,sea,,,,,Bay of Uka,0
852,Asia,KamtchatkaSea,Sea,sea,,,,,Bay of Oljut,0
853,Asia,NWPacificSea,Sea,sea,,,,,Bay of Anadyr,0
854,Asia,NWPacificSea,Sea,sea,,tundra,,,Western Aleutian Sea
855,Asia,NWPacificSea,Sea,sea,,tundra,,,Central Aleutian Sea
856,America,NWPacificSea,Sea,sea,,,,,South Aleutian Sea
857,America,AlaskaSea,Sea,sea,,,,,Northwestern Pacific Ocean
858,America,AlaskaSea,Sea,sea,,,,,Northern Pacific Ocean,0
859,America,AlaskaSea,Sea,sea,,,,,Northwestern Pacific Ocean
860,America,AlaskaSea,Sea,sea,,,,,Coast of Oregon,0
861,America,AlaskaSea,Sea,sea,,,,,Coast of Columbia,0
862,America,ENACoastSea,Sea,sea,,,,,Cheasapeake Bay,0
863,America,ENACoastSea,Sea,sea,,,,,Massachussetts Bay,0
864,America,HudsonBaySea,Sea,sea,,,,,Bay of Fundy,0
865,America,HudsonBaySea,Sea,sea,,,,,Newfoundland Banks,0
866,America,NAtlanticSea,Sea,sea,,,,,Greenland Sea,0
867,Europe,NAtlanticSea,Sea,sea,,,,,Western Icelandic Sea
868,Europe,NAtlanticSea,Sea,sea,,,,,South Icelandic Sea,0
869,Europe,NorthSeaSea,Sea,sea,,,,,Faeroes,0
870,Europe,NorthSeaSea,Sea,sea,,,,,Shetland Straits,0
871,Europe,NorthSeaSea,Sea,sea,,,,,Shetlands,0
872,Europe,NorthSeaSea,Sea,sea,,,,,Norwegian Sea,0
873,Europe,NorthSeaSea,Sea,sea,,,,,Sea of Bergen,0
874,Europe,NorthSeaSea,Sea,sea,,,,,Sea of Stavanger,0
875,Europe,ScandinaviaSea,Sea,sea,,ncontinental,,,The Sund,0
876,Europe,ScandinaviaSea,Sea,sea,,ncontinental,,,Baltic Sea,0
877,Europe,ScandinaviaSea,Sea,sea,,ncontinental,,,Kalmar Strait,0
878,Europe,ScandinaviaSea,Sea,sea,,ncontinental,,,Gulf of Riga,0
879,Europe,ScandinaviaSea,Sea,sea,,tundra,,,Gulf of Finland,0
880,Europe,ScandinaviaSea,Sea,sea,,tundra,,,�land Sea
881,Europe,ScandinaviaSea,Sea,sea,,arctic,,,Gulf of Turku,0
882,Europe,ScandinaviaSea,Sea,sea,,arctic,,,Gulf of Bothnia,0
883,Asia,KamtchatkaSea,Sea,sea,,,,,Amur Delta,0
884,Asia,KamtchatkaSea,Sea,sea,,,,,Okhotsk Sea,0
885,Asia,JapanSea,Sea,sea,,,,,Coast of Sakhalin,0
886,Asia,JapanSea,Sea,sea,,,,,Tatar Straits,0
887,Asia,JapanSea,Sea,sea,,,,,Soya Strait,0
888,Asia,JapanSea,Sea,sea,,,,,The Kuriles,0
889,Asia,NWPacificSea,Sea,sea,,,,,Northern Pacific Ocean
890,Asia,NWPacificSea,Sea,sea,,,,,Northern Pacific Ocean
891,Asia,NWPacificSea,Sea,sea,,,,,Northern Pacific Ocean
892,Asia,NWPacificSea,Sea,sea,,,,,Northern Pacific Ocean
893,Asia,NWPacificSea,Sea,sea,,,,,Northern Pacific Ocean
