id,continent,region,area,terrain,religion,climate,culture,goods,name,colonization_difficulty,income,manpower,size_modifier
597,Asia,Siberia,Lena,mountain,pagan,tundra,mongol,fur,Saian,7,1,1,0.00
598,Asia,Siberia,Lena,plains,pagan,tundra,mongol,fur,Zima,6,1,1,0.00
598,Asia,Siberia,Lena,plains,pagan,tundra,mongol,fur,Zima,6,1,1,0.00
598,Asia,Siberia,Lena,plains,pagan,tundra,mongol,fur,Zima,6,1,1,0.00
599,Asia,Siberia,Lena,mountain,pagan,tundra,mongol,fur,Tannu_Ola,7,2,1,0.00
599,Asia,Siberia,Lena,mountain,pagan,tundra,mongol,fur,Tannu_Ola,7,2,1,0.00
599,Asia,Siberia,Lena,mountain,pagan,tundra,mongol,fur,Tannu_Ola,7,2,1,0.00
600,Asia,Siberia,Lena,plains,pagan,tundra,mongol,fur,Irkutsk,6,3,1,0.00
600,Asia,Siberia,Lena,plains,pagan,tundra,mongol,fur,Irkutsk,6,3,1,0.00
600,Asia,Siberia,Lena,plains,pagan,tundra,mongol,fur,Irkutsk,6,3,1,0.00
601,Asia,Siberia,Lena,mountain,pagan,tundra,mongol,fur,Chatga,6,1,1,0.00
601,Asia,Siberia,Lena,mountain,pagan,tundra,mongol,fur,Chatga,6,1,1,0.00
601,Asia,Siberia,Lena,mountain,pagan,tundra,mongol,fur,Chatga,6,1,1,0.00
602,Asia,Siberia,Lena,plains,pagan,tundra,mongol,wool,Selenga,6,2,1,0.00
602,Asia,Siberia,Lena,plains,pagan,tundra,mongol,wool,Selenga,6,2,1,0.00
602,Asia,Siberia,Lena,plains,pagan,tundra,mongol,wool,Selenga,6,2,1,0.00
603,Asia,Siberia,Lena,forest,pagan,tundra,mongol,fur,Ulan_Ude,6,2,1,0.00
603,Asia,Siberia,Lena,forest,pagan,tundra,mongol,fur,Ulan_Ude,6,2,1,0.00
603,Asia,Siberia,Lena,forest,pagan,tundra,mongol,fur,Ulan_Ude,6,2,1,0.00
604,Asia,Siberia,Lena,mountain,pagan,tundra,mongol,fur,Buriat,8,1,1,0.00
604,Asia,Siberia,Lena,mountain,pagan,tundra,mongol,fur,Buriat,8,1,1,0.00
604,Asia,Siberia,Lena,mountain,pagan,tundra,mongol,fur,Buriat,8,1,1,0.00
605,Asia,Siberia,Lena,forest,pagan,tundra,mongol,wool,Tchita,6,4,1,0.00
605,Asia,Siberia,Lena,forest,pagan,tundra,mongol,wool,Tchita,6,4,1,0.00
605,Asia,Siberia,Lena,forest,pagan,tundra,mongol,wool,Tchita,6,4,1,0.00
606,Asia,Siberia,Lena,forest,pagan,tundra,mongol,fur,Kalakan,7,2,1,0.00
606,Asia,Siberia,Lena,forest,pagan,tundra,mongol,fur,Kalakan,7,2,1,0.00
606,Asia,Siberia,Lena,forest,pagan,tundra,mongol,fur,Kalakan,7,2,1,0.00
607,Asia,Siberia,Baikal,mountain,pagan,tundra,mongol,gold,Sretensk,7,3,1,0.00
607,Asia,Siberia,Baikal,mountain,pagan,tundra,mongol,gold,Sretensk,7,3,1,0.00
607,Asia,Siberia,Baikal,mountain,pagan,tundra,mongol,gold,Sretensk,7,3,1,0.00
608,Asia,Siberia,Baikal,mountain,pagan,tundra,mongol,copper,Kalar,7,2,1,0.00
608,Asia,Siberia,Baikal,mountain,pagan,tundra,mongol,copper,Kalar,7,2,1,0.00
608,Asia,Siberia,Baikal,mountain,pagan,tundra,mongol,copper,Kalar,7,2,1,0.00
609,Asia,Siberia,Baikal,mountain,pagan,tundra,mongol,fur,Mogotcha,7,2,1,0.00
609,Asia,Siberia,Baikal,mountain,pagan,tundra,mongol,fur,Mogotcha,7,2,1,0.00
609,Asia,Siberia,Baikal,mountain,pagan,tundra,mongol,fur,Mogotcha,7,2,1,0.00
610,Asia,Siberia,Baikal,forest,pagan,tundra,altai,fur,Djagdi,7,2,1,0.00
610,Asia,Siberia,Baikal,forest,pagan,tundra,altai,fur,Djagdi,7,2,1,0.00
610,Asia,Siberia,Baikal,forest,pagan,tundra,altai,fur,Djagdi,7,2,1,0.00
611,Asia,Siberia,Baikal,forest,pagan,tundra,altai,fur,Chilka,6,3,1,0.00
611,Asia,Siberia,Baikal,forest,pagan,tundra,altai,fur,Chilka,6,3,1,0.00
611,Asia,Siberia,Baikal,forest,pagan,tundra,altai,fur,Chilka,6,3,1,0.00
612,Asia,Siberia,Baikal,mountain,pagan,tundra,altai,fur,Stanovoe,8,1,1,0.00
612,Asia,Siberia,Baikal,mountain,pagan,tundra,altai,fur,Stanovoe,8,1,1,0.00
612,Asia,Siberia,Baikal,mountain,pagan,tundra,altai,fur,Stanovoe,8,1,1,0.00
613,Asia,Siberia,Amur,forest,pagan,tundra,altai,fur,Baladok,7,1,1,0.00
613,Asia,Siberia,Amur,forest,pagan,tundra,altai,fur,Baladok,7,1,1,0.00
613,Asia,Siberia,Amur,forest,pagan,tundra,altai,fur,Baladok,7,1,1,0.00
614,Asia,Siberia,Amur,forest,pagan,tundra,altai,fish,Djugdjur,7,1,1,0.00
614,Asia,Siberia,Amur,forest,pagan,tundra,altai,fish,Djugdjur,7,1,1,0.00
614,Asia,Siberia,Amur,forest,pagan,tundra,altai,fish,Djugdjur,7,1,1,0.00
615,Asia,Siberia,Amur,mountain,pagan,tundra,altai,fur,Enkan,8,1,1,0.00
615,Asia,Siberia,Amur,mountain,pagan,tundra,altai,fur,Enkan,8,1,1,0.00
615,Asia,Siberia,Amur,mountain,pagan,tundra,altai,fur,Enkan,8,1,1,0.00
616,Asia,Siberia,Amur,forest,pagan,tundra,altai,fish,Okhotsk,6,2,1,0.00
616,Asia,Siberia,Amur,forest,pagan,tundra,altai,fish,Okhotsk,6,2,1,0.00
616,Asia,Siberia,Amur,forest,pagan,tundra,altai,fish,Okhotsk,6,2,1,0.00
617,Asia,Siberia,Amur,mountain,pagan,tundra,altai,fur,Magadan,7,1,1,0.00
617,Asia,Siberia,Amur,mountain,pagan,tundra,altai,fur,Magadan,7,1,1,0.00
617,Asia,Siberia,Amur,mountain,pagan,tundra,altai,fur,Magadan,7,1,1,0.00
618,Asia,Siberia,Kamchatka,mountain,pagan,arctic,altai,copper,Kolyma,9,1,1,0.00
618,Asia,Siberia,Kamchatka,mountain,pagan,arctic,altai,copper,Kolyma,9,1,1,0.00
618,Asia,Siberia,Kamchatka,mountain,pagan,arctic,altai,copper,Kolyma,9,1,1,0.00
619,Asia,Siberia,Kamchatka,mountain,pagan,arctic,altai,fur,Chelekov,9,1,1,0.00
619,Asia,Siberia,Kamchatka,mountain,pagan,arctic,altai,fur,Chelekov,9,1,1,0.00
619,Asia,Siberia,Kamchatka,mountain,pagan,arctic,altai,fur,Chelekov,9,1,1,0.00
620,Asia,Siberia,Kamchatka,mountain,pagan,arctic,altai,fur,Kamenkoie,8,1,1,0.00
620,Asia,Siberia,Kamchatka,mountain,pagan,arctic,altai,fur,Kamenkoie,8,1,1,0.00
620,Asia,Siberia,Kamchatka,mountain,pagan,arctic,altai,fur,Kamenkoie,8,1,1,0.00
621,Asia,Siberia,Kamchatka,mountain,pagan,arctic,altai,fur,Korfa,9,1,1,0.00
621,Asia,Siberia,Kamchatka,mountain,pagan,arctic,altai,fur,Korfa,9,1,1,0.00
621,Asia,Siberia,Kamchatka,mountain,pagan,arctic,altai,fur,Korfa,9,1,1,0.00
622,Asia,Siberia,Kamchatka,mountain,pagan,arctic,altai,fur,Palana,7,1,1,0.00
622,Asia,Siberia,Kamchatka,mountain,pagan,arctic,altai,fur,Palana,7,1,1,0.00
622,Asia,Siberia,Kamchatka,mountain,pagan,arctic,altai,fur,Palana,7,1,1,0.00
623,Asia,Siberia,Amur,mountain,pagan,tundra,altai,naval_supplies,Tchumkan,7,2,1,0.00
623,Asia,Siberia,Amur,mountain,pagan,tundra,altai,naval_supplies,Tchumkan,7,2,1,0.00
623,Asia,Siberia,Amur,mountain,pagan,tundra,altai,naval_supplies,Tchumkan,7,2,1,0.00
624,Asia,Siberia,Amur,forest,pagan,tundra,altai,fur,Amgoun,7,1,1,0.00
624,Asia,Siberia,Amur,forest,pagan,tundra,altai,fur,Amgoun,7,1,1,0.00
624,Asia,Siberia,Amur,forest,pagan,tundra,altai,fur,Amgoun,7,1,1,0.00
625,Asia,Siberia,Amur,forest,confucian,tundra,manchu,fish,Bogorodsk,6,1,2,0.00
625,Asia,Siberia,Amur,forest,confucian,tundra,manchu,fish,Bogorodsk,6,1,2,0.00
625,Asia,Siberia,Amur,forest,confucian,tundra,manchu,fish,Bogorodsk,6,1,2,0.00
626,Asia,China,Manchuria,mountain,confucian,tundra,manchu,fish,Vanin,7,1,2,0.00
626,Asia,China,Manchuria,mountain,confucian,tundra,manchu,fish,Vanin,7,1,2,0.00
626,Asia,China,Manchuria,mountain,confucian,tundra,manchu,fish,Vanin,7,1,2,0.00
627,Asia,Siberia,Amur,marsh,confucian,tundra,manchu,naval_supplies,Sofiisk,6,1,2,0.00
627,Asia,Siberia,Amur,marsh,confucian,tundra,manchu,naval_supplies,Sofiisk,6,1,2,0.00
627,Asia,Siberia,Amur,marsh,confucian,tundra,manchu,naval_supplies,Sofiisk,6,1,2,0.00
628,Asia,Siberia,Amur,marsh,confucian,tundra,manchu,fur,Amour,6,2,3,0.00
628,Asia,Siberia,Amur,marsh,confucian,tundra,manchu,fur,Amour,6,2,3,0.00
628,Asia,Siberia,Amur,marsh,confucian,tundra,manchu,fur,Amour,6,2,3,0.00
629,Asia,Siberia,Amur,mountain,pagan,tundra,altai,fur,Tchekunda,6,2,1,0.00
629,Asia,Siberia,Amur,mountain,pagan,tundra,altai,fur,Tchekunda,6,2,1,0.00
629,Asia,Siberia,Amur,mountain,pagan,tundra,altai,fur,Tchekunda,6,2,1,0.00
630,Asia,Siberia,Baikal,plains,pagan,tundra,altai,fur,Boureia,7,2,1,0.00
630,Asia,Siberia,Baikal,plains,pagan,tundra,altai,fur,Boureia,7,2,1,0.00
630,Asia,Siberia,Baikal,plains,pagan,tundra,altai,fur,Boureia,7,2,1,0.00
631,Asia,Siberia,Baikal,plains,pagan,tundra,altai,fur,Ekimcan,7,3,1,0.00
631,Asia,Siberia,Baikal,plains,pagan,tundra,altai,fur,Ekimcan,7,3,1,0.00
631,Asia,Siberia,Baikal,plains,pagan,tundra,altai,fur,Ekimcan,7,3,1,0.00
632,Asia,Siberia,Baikal,forest,pagan,tundra,altai,fur,Nerchiinsk,6,3,1,0.00
632,Asia,Siberia,Baikal,forest,pagan,tundra,altai,fur,Nerchiinsk,6,3,1,0.00
632,Asia,Siberia,Baikal,forest,pagan,tundra,altai,fur,Nerchiinsk,6,3,1,0.00
633,Asia,Siberia,Baikal,forest,confucian,tundra,manchu,fur,Norsk,7,2,1,0.00
633,Asia,Siberia,Baikal,forest,confucian,tundra,manchu,fur,Norsk,7,2,1,0.00
633,Asia,Siberia,Baikal,forest,confucian,tundra,manchu,fur,Norsk,7,2,1,0.00
634,Asia,Siberia,Baikal,forest,confucian,tundra,manchu,fur,Birobidjan,7,2,3,0.00
634,Asia,Siberia,Baikal,forest,confucian,tundra,manchu,fur,Birobidjan,7,2,3,0.00
634,Asia,Siberia,Baikal,forest,confucian,tundra,manchu,fur,Birobidjan,7,2,3,0.00
635,Asia,China,Manchuria,plains,confucian,tundra,manchu,cloth,Heilongjiang,7,4,6,0.00
635,Asia,China,Manchuria,plains,confucian,tundra,manchu,cloth,Heilongjiang,7,4,6,0.00
635,Asia,China,Manchuria,plains,confucian,tundra,manchu,cloth,Heilongjiang,7,4,6,0.00
636,Asia,China,Manchuria,forest,confucian,tundra,manchu,fur,Viazemski,6,2,3,0.00
636,Asia,China,Manchuria,forest,confucian,tundra,manchu,fur,Viazemski,6,2,3,0.00
636,Asia,China,Manchuria,forest,confucian,tundra,manchu,fur,Viazemski,6,2,3,0.00
637,Asia,China,Manchuria,forest,confucian,tundra,manchu,fur,Sikhote,7,1,2,0.00
637,Asia,China,Manchuria,forest,confucian,tundra,manchu,fur,Sikhote,7,1,2,0.00
637,Asia,China,Manchuria,forest,confucian,tundra,manchu,fur,Sikhote,7,1,2,0.00
638,Asia,China,Manchuria,mountain,confucian,tundra,manchu,iron,Nelma,7,1,2,0.00
638,Asia,China,Manchuria,mountain,confucian,tundra,manchu,iron,Nelma,7,1,2,0.00
638,Asia,China,Manchuria,mountain,confucian,tundra,manchu,iron,Nelma,7,1,2,0.00
639,Asia,China,Manchuria,mountain,confucian,tundra,manchu,fish,Olga,7,1,2,0.00
639,Asia,China,Manchuria,mountain,confucian,tundra,manchu,fish,Olga,7,1,2,0.00
639,Asia,China,Manchuria,mountain,confucian,tundra,manchu,fish,Olga,7,1,2,0.00
640,Asia,China,Manchuria,forest,confucian,tundra,manchu,fish,Nakhodka,5,3,2,0.00
640,Asia,China,Manchuria,forest,confucian,tundra,manchu,fish,Nakhodka,5,3,2,0.00
640,Asia,China,Manchuria,forest,confucian,tundra,manchu,fish,Nakhodka,5,3,2,0.00
641,Asia,Korea,Joseon,plains,confucian,temperate,korean,grain,Kyongju,5,9,7,0.00
641,Asia,Korea,Joseon,plains,confucian,temperate,korean,grain,Kyongju,5,9,7,0.00
641,Asia,Korea,Joseon,plains,confucian,temperate,korean,grain,Kyongju,5,9,7,0.00
642,Asia,Korea,Joseon,mountain,confucian,ncontinental,korean,chinaware,Yalu,9,13,8,0.00
642,Asia,Korea,Joseon,mountain,confucian,ncontinental,korean,chinaware,Yalu,9,13,8,0.00
642,Asia,Korea,Joseon,mountain,confucian,ncontinental,korean,chinaware,Yalu,9,13,8,0.00
643,Asia,China,Manchuria,mountain,confucian,ncontinental,manchu,iron,Jilin,6,6,7,0.00
643,Asia,China,Manchuria,mountain,confucian,ncontinental,manchu,iron,Jilin,6,6,7,0.00
643,Asia,China,Manchuria,mountain,confucian,ncontinental,manchu,iron,Jilin,6,6,7,0.00
644,Asia,China,Manchuria,plains,confucian,ncontinental,manchu,spices,Baicheng,5,6,3,0.00
644,Asia,China,Manchuria,plains,confucian,ncontinental,manchu,spices,Baicheng,5,6,3,0.00
644,Asia,China,Manchuria,plains,confucian,ncontinental,manchu,spices,Baicheng,5,6,3,0.00
645,Asia,China,Manchuria,forest,confucian,ncontinental,mongol,cloth,Jehol,5,9,2,0.00
645,Asia,China,Manchuria,forest,confucian,ncontinental,mongol,cloth,Jehol,5,9,2,0.00
645,Asia,China,Manchuria,forest,confucian,ncontinental,mongol,cloth,Jehol,5,9,2,0.00
646,Asia,China,Manchuria,plains,confucian,ncontinental,han,fish,Liaotung,4,8,5,0.00
646,Asia,China,Manchuria,plains,confucian,ncontinental,han,fish,Liaotung,4,8,5,0.00
646,Asia,China,Manchuria,plains,confucian,ncontinental,han,fish,Liaotung,4,8,5,0.00
647,Asia,China,Peking,mountain,confucian,temperate,han,grain,Liaoning,5,19,5,0.00
647,Asia,China,Peking,mountain,confucian,temperate,han,grain,Liaoning,5,19,5,0.00
647,Asia,China,Peking,mountain,confucian,temperate,han,grain,Liaoning,5,19,5,0.00
648,Asia,China,Peking,mountain,confucian,ncontinental,han,wool,Hepei,6,9,4,0.00
648,Asia,China,Peking,mountain,confucian,ncontinental,han,wool,Hepei,6,9,4,0.00
648,Asia,China,Peking,mountain,confucian,ncontinental,han,wool,Hepei,6,9,4,0.00
649,Asia,China,Peking,plains,confucian,temperate,han,spices,Hebei,4,15,12,0.00
649,Asia,China,Peking,plains,confucian,temperate,han,spices,Hebei,4,15,12,0.00
649,Asia,China,Peking,plains,confucian,temperate,han,spices,Hebei,4,15,12,0.00
650,Asia,China,Peking,plains,confucian,temperate,han,grain,Shandong,5,10,6,0.00
650,Asia,China,Peking,plains,confucian,temperate,han,grain,Shandong,5,10,6,0.00
650,Asia,China,Peking,plains,confucian,temperate,han,grain,Shandong,5,10,6,0.00
651,Asia,China,Peking,plains,confucian,temperate,han,grain,Jinan,4,12,5,0.00
651,Asia,China,Peking,plains,confucian,temperate,han,grain,Jinan,4,12,5,0.00
651,Asia,China,Peking,plains,confucian,temperate,han,grain,Jinan,4,12,5,0.00
652,Asia,China,Shanghai,plains,confucian,temperate,han,grain,Jiangsu,9,15,8,0.00
652,Asia,China,Shanghai,plains,confucian,temperate,han,grain,Jiangsu,9,15,8,0.00
652,Asia,China,Shanghai,plains,confucian,temperate,han,grain,Jiangsu,9,15,8,0.00
653,Asia,China,Shanghai,plains,confucian,tropical,han,chinaware,Shanghai,9,18,8,0.00
653,Asia,China,Shanghai,plains,confucian,tropical,han,chinaware,Shanghai,9,18,8,0.00
653,Asia,China,Shanghai,plains,confucian,tropical,han,chinaware,Shanghai,9,18,8,0.00
654,Asia,China,Shanghai,forest,confucian,tropical,han,grain,Anhui,9,16,6,0.00
654,Asia,China,Shanghai,forest,confucian,tropical,han,grain,Anhui,9,16,6,0.00
654,Asia,China,Shanghai,forest,confucian,tropical,han,grain,Anhui,9,16,6,0.00
655,Asia,China,Shanghai,forest,confucian,tropical,han,fish,Zhejiang,9,15,6,0.00
655,Asia,China,Shanghai,forest,confucian,tropical,han,fish,Zhejiang,9,15,6,0.00
655,Asia,China,Shanghai,forest,confucian,tropical,han,fish,Zhejiang,9,15,6,0.00
656,Asia,China,Canton,forest,confucian,tropical,han,spices,Fujian,9,9,4,0.00
656,Asia,China,Canton,forest,confucian,tropical,han,spices,Fujian,9,9,4,0.00
656,Asia,China,Canton,forest,confucian,tropical,han,spices,Fujian,9,9,4,0.00
657,Asia,China,Canton,plains,confucian,tropical,han,chinaware,Kowloon,9,10,6,0.00
657,Asia,China,Canton,plains,confucian,tropical,han,chinaware,Kowloon,9,10,6,0.00
657,Asia,China,Canton,plains,confucian,tropical,han,chinaware,Kowloon,9,10,6,0.00
658,Asia,China,Canton,forest,confucian,tropical,han,chinaware,Guangzhou,9,8,5,0.00
658,Asia,China,Canton,forest,confucian,tropical,han,chinaware,Guangzhou,9,8,5,0.00
658,Asia,China,Canton,forest,confucian,tropical,han,chinaware,Guangzhou,9,8,5,0.00
659,Asia,China,Canton,plains,confucian,tropical,han,chinaware,Guangdong,9,19,5,0.00
659,Asia,China,Canton,plains,confucian,tropical,han,chinaware,Guangdong,9,19,5,0.00
659,Asia,China,Canton,plains,confucian,tropical,han,chinaware,Guangdong,9,19,5,0.00
660,Asia,China,Canton,forest,confucian,tropical,han,fish,Hainan,9,6,3,0.00
660,Asia,China,Canton,forest,confucian,tropical,han,fish,Hainan,9,6,3,0.00
660,Asia,China,Canton,forest,confucian,tropical,han,fish,Hainan,9,6,3,0.00
661,Asia,China,Canton,forest,confucian,tropical,zhuang,chinaware,Guangxi,9,9,4,0.00
661,Asia,China,Canton,forest,confucian,tropical,zhuang,chinaware,Guangxi,9,9,4,0.00
661,Asia,China,Canton,forest,confucian,tropical,zhuang,chinaware,Guangxi,9,9,4,0.00
662,Asia,Indochina,Annam,marsh,confucian,tropical,vietnamese,naval_supplies,Hanoi,5,11,6,0.00
662,Asia,Indochina,Annam,marsh,confucian,tropical,vietnamese,naval_supplies,Hanoi,5,11,6,0.00
662,Asia,Indochina,Annam,marsh,confucian,tropical,vietnamese,naval_supplies,Hanoi,5,11,6,0.00
663,Asia,Indochina,Annam,forest,confucian,tropical,vietnamese,fish,Tanh_Noah,6,8,5,0.00
663,Asia,Indochina,Annam,forest,confucian,tropical,vietnamese,fish,Tanh_Noah,6,8,5,0.00
663,Asia,Indochina,Annam,forest,confucian,tropical,vietnamese,fish,Tanh_Noah,6,8,5,0.00
664,Asia,Indochina,Annam,mountain,hindu,tropical,cham,chinaware,Da_Nang,7,8,5,0.00
664,Asia,Indochina,Annam,mountain,hindu,tropical,cham,chinaware,Da_Nang,7,8,5,0.00
664,Asia,Indochina,Annam,mountain,hindu,tropical,cham,chinaware,Da_Nang,7,8,5,0.00
665,Asia,Indochina,Annam,forest,hindu,tropical,cham,fish,Da_Lat,6,7,3,0.00
665,Asia,Indochina,Annam,forest,hindu,tropical,cham,fish,Da_Lat,6,7,3,0.00
665,Asia,Indochina,Annam,forest,hindu,tropical,cham,fish,Da_Lat,6,7,3,0.00
666,Asia,Indochina,Annam,marsh,buddhist,tropical,khmer,spices,Mekong_Delta,6,7,4,0.00
666,Asia,Indochina,Annam,marsh,buddhist,tropical,khmer,spices,Mekong_Delta,6,7,4,0.00
666,Asia,Indochina,Annam,marsh,buddhist,tropical,khmer,spices,Mekong_Delta,6,7,4,0.00
667,Asia,Indochina,Siam,marsh,buddhist,tropical,khmer,ivory,Khmer,9,7,3,0.00
667,Asia,Indochina,Siam,marsh,buddhist,tropical,khmer,ivory,Khmer,9,7,3,0.00
667,Asia,Indochina,Siam,marsh,buddhist,tropical,khmer,ivory,Khmer,9,7,3,0.00
668,Asia,Indochina,Siam,forest,buddhist,tropical,khmer,naval_supplies,Cambodia,9,6,5,0.00
668,Asia,Indochina,Siam,forest,buddhist,tropical,khmer,naval_supplies,Cambodia,9,6,5,0.00
668,Asia,Indochina,Siam,forest,buddhist,tropical,khmer,naval_supplies,Cambodia,9,6,5,0.00
669,Asia,Indochina,Siam,forest,buddhist,tropical,thai,grain,Laos,9,7,3,0.00
669,Asia,Indochina,Siam,forest,buddhist,tropical,thai,grain,Laos,9,7,3,0.00
669,Asia,Indochina,Siam,forest,buddhist,tropical,thai,grain,Laos,9,7,3,0.00
670,Asia,Indochina,Siam,forest,buddhist,tropical,thai,chinaware,Bangkok,9,15,6,0.00
670,Asia,Indochina,Siam,forest,buddhist,tropical,thai,chinaware,Bangkok,9,15,6,0.00
670,Asia,Indochina,Siam,forest,buddhist,tropical,thai,chinaware,Bangkok,9,15,6,0.00
671,Asia,Indochina,Assam,mountain,buddhist,tropical,bengali,naval_supplies,Chin,4,4,3,0.00
671,Asia,Indochina,Assam,mountain,buddhist,tropical,bengali,naval_supplies,Chin,4,4,3,0.00
671,Asia,Indochina,Assam,mountain,buddhist,tropical,bengali,naval_supplies,Chin,4,4,3,0.00
672,Asia,Indochina,Burma,mountain,buddhist,tropical,bengali,copper,Tarakan,8,7,5,0.00
672,Asia,Indochina,Burma,mountain,buddhist,tropical,bengali,copper,Tarakan,8,7,5,0.00
672,Asia,Indochina,Burma,mountain,buddhist,tropical,bengali,copper,Tarakan,8,7,5,0.00
673,Asia,Indochina,Burma,marsh,buddhist,tropical,mon,spices,Irrawady,9,6,5,0.00
673,Asia,Indochina,Burma,marsh,buddhist,tropical,mon,spices,Irrawady,9,6,5,0.00
673,Asia,Indochina,Burma,marsh,buddhist,tropical,mon,spices,Irrawady,9,6,5,0.00
674,Asia,Indochina,Burma,forest,buddhist,tropical,mon,spices,Kwai,9,6,3,0.00
674,Asia,Indochina,Burma,forest,buddhist,tropical,mon,spices,Kwai,9,6,3,0.00
674,Asia,Indochina,Burma,forest,buddhist,tropical,mon,spices,Kwai,9,6,3,0.00
675,Asia,Indochina,Siam,forest,buddhist,tropical,thai,fish,Phuket,9,6,2,0.00
675,Asia,Indochina,Siam,forest,buddhist,tropical,thai,fish,Phuket,9,6,2,0.00
675,Asia,Indochina,Siam,forest,buddhist,tropical,thai,fish,Phuket,9,6,2,0.00
676,Asia,Indochina,Malaya,forest,buddhist,tropical,thai,fish,Perak,7,4,3,0.00
676,Asia,Indochina,Malaya,forest,buddhist,tropical,thai,fish,Perak,7,4,3,0.00
676,Asia,Indochina,Malaya,forest,buddhist,tropical,thai,fish,Perak,7,4,3,0.00
677,Asia,Indochina,Malaya,forest,hindu,tropical,malay,spices,Malacca,6,8,6,0.00
677,Asia,Indochina,Malaya,forest,hindu,tropical,malay,spices,Malacca,6,8,6,0.00
677,Asia,Indochina,Malaya,forest,hindu,tropical,malay,spices,Malacca,6,8,6,0.00
678,Asia,Indochina,Malaya,marsh,hindu,tropical,malay,fish,Johor,7,2,2,0.00
678,Asia,Indochina,Malaya,marsh,hindu,tropical,malay,fish,Johor,7,2,2,0.00
678,Asia,Indochina,Malaya,marsh,hindu,tropical,malay,fish,Johor,7,2,2,0.00
679,Asia,Indonesia,Ajeh,mountain,sunni,tropical,malay,spices,Ajeh,6,7,5,0.00
679,Asia,Indonesia,Ajeh,mountain,sunni,tropical,malay,spices,Ajeh,6,7,5,0.00
679,Asia,Indonesia,Ajeh,mountain,sunni,tropical,malay,spices,Ajeh,6,7,5,0.00
680,Asia,Indonesia,Ajeh,marsh,buddhist,tropical,malay,naval_supplies,Riau,9,4,3,0.00
680,Asia,Indonesia,Ajeh,marsh,buddhist,tropical,malay,naval_supplies,Riau,9,4,3,0.00
680,Asia,Indonesia,Ajeh,marsh,buddhist,tropical,malay,naval_supplies,Riau,9,4,3,0.00
681,Asia,Indonesia,Sumatra,forest,buddhist,tropical,malay,gold,Jambi,5,4,4,0.00
681,Asia,Indonesia,Sumatra,forest,buddhist,tropical,malay,gold,Jambi,5,4,4,0.00
681,Asia,Indonesia,Sumatra,forest,buddhist,tropical,malay,gold,Jambi,5,4,4,0.00
682,Asia,Indonesia,Sumatra,marsh,buddhist,tropical,malay,copper,Palembang,5,5,4,0.00
682,Asia,Indonesia,Sumatra,marsh,buddhist,tropical,malay,copper,Palembang,5,5,4,0.00
682,Asia,Indonesia,Sumatra,marsh,buddhist,tropical,malay,copper,Palembang,5,5,4,0.00
683,Asia,Japan,Nippon,mountain,shinto,ncontinental,japanese,fish,Ezochi,7,4,1,0.00
683,Asia,Japan,Nippon,mountain,shinto,ncontinental,japanese,fish,Ezochi,7,4,1,0.00
683,Asia,Japan,Nippon,mountain,shinto,ncontinental,japanese,fish,Ezochi,7,4,1,0.00
684,Asia,Japan,Nippon,mountain,shinto,temperate,japanese,grain,Tohoku,5,14,6,0.00
684,Asia,Japan,Nippon,mountain,shinto,temperate,japanese,grain,Tohoku,5,14,6,0.00
684,Asia,Japan,Nippon,mountain,shinto,temperate,japanese,grain,Tohoku,5,14,6,0.00
685,Asia,Japan,Nippon,mountain,shinto,temperate,japanese,grain,Kanto,3,18,8,0.00
685,Asia,Japan,Nippon,mountain,shinto,temperate,japanese,grain,Kanto,3,18,8,0.00
685,Asia,Japan,Nippon,mountain,shinto,temperate,japanese,grain,Kanto,3,18,8,0.00
686,Asia,Japan,Nippon,forest,shinto,temperate,japanese,gold,Kansai,3,18,8,0.00
686,Asia,Japan,Nippon,forest,shinto,temperate,japanese,gold,Kansai,3,18,8,0.00
686,Asia,Japan,Nippon,forest,shinto,temperate,japanese,gold,Kansai,3,18,8,0.00
687,Asia,Japan,Nippon,mountain,shinto,temperate,japanese,fish,Shikoku,3,17,6,0.00
687,Asia,Japan,Nippon,mountain,shinto,temperate,japanese,fish,Shikoku,3,17,6,0.00
687,Asia,Japan,Nippon,mountain,shinto,temperate,japanese,fish,Shikoku,3,17,6,0.00
688,Asia,Japan,Nippon,forest,shinto,temperate,japanese,chinaware,Kyushu,3,19,8,0.00
688,Asia,Japan,Nippon,forest,shinto,temperate,japanese,chinaware,Kyushu,3,19,8,0.00
688,Asia,Japan,Nippon,forest,shinto,temperate,japanese,chinaware,Kyushu,3,19,8,0.00
689,Asia,China,Formosa,mountain,pagan,tropical,han,chinaware,Taiwan,9,4,1,0.00
689,Asia,China,Formosa,mountain,pagan,tropical,han,chinaware,Taiwan,9,4,1,0.00
689,Asia,China,Formosa,mountain,pagan,tropical,han,chinaware,Taiwan,9,4,1,0.00
690,Asia,Indonesia,Lucon,marsh,pagan,tropical,malay,gold,Luzon,4,6,3,0.00
690,Asia,Indonesia,Lucon,marsh,pagan,tropical,malay,gold,Luzon,4,6,3,0.00
690,Asia,Indonesia,Lucon,marsh,pagan,tropical,malay,gold,Luzon,4,6,3,0.00
691,Asia,Indonesia,Lucon,forest,pagan,tropical,malay,chinaware,Mindoro,5,5,3,0.00
691,Asia,Indonesia,Lucon,forest,pagan,tropical,malay,chinaware,Mindoro,5,5,3,0.00
